GeneID	D3_Insulin_10min_rpkm	KK12_Insulin_20min_rpkm	D3_Insulin_40min_rpkm	D3_Insulin_80min_rpkm	KK11_Insulin_300min_rpkm
ALDH4A1	0.0952128138221711	-0.0740473878939794	0.03624105323154	-0.189373566268741	-0.127731457795828
IFFO2	-0.0449670870416434	0.364789287675398	-0.0643578494522874	0.0659939910184453	0.146221015991208
RP5-1126H10.2	0.195582800191544	-0.0304298513575965	-0.0798163799650117	-0.403733133558329	-0.153391483675413
UBR4	0.0872941284846993	0.496536739528517	-0.00165858617911585	-0.0794035421609394	-0.0906493859575066
RP1-43E13.2	-0.11233597906248	-0.454050325960392	-0.286516878887722	-0.582364737197333	-0.33299171837878
EMC1	0.07313467501073	0.0213569467139951	-0.0215991519053897	-0.0324458912820544	-0.00361242349117141
MRTO4	0.0358629578834453	-0.155362775123922	-0.244064824418352	0.0911355756606929	0.12129634153385
AKR7L	0.0390187200835497	0.0730439158519824	-0.389715483143538	-0.334098203687886	0.751847692658778
AKR7A3	0.71694024730168	0.00476546422426738	-0.262931027610627	0.288088047969385	0.782171240450985
RP4-657E11.10	0.179523541114346	0.181166552275445	-0.178112117276728	-0.400475509318731	-0.0110163003551062
AKR7A2	0.104083880207884	-0.170929436078906	-0.0943859163601739	-0.154331913333286	-0.16250839615521
PQLC2	0.167994816448573	-0.0747611741152765	-0.203014955519836	0.0631502829047905	0.0948510840835777
CAPZB	0.0192831321171898	-0.103693042412258	-0.029975807699322	-0.0698008066478959	-0.0164086003114168
MINOS1	-0.0290826016985102	-0.172391209820388	-0.0154971591091346	0.0263438313057462	0.0436005593840445
MINOS1-NBL1	-0.0506779281477434	-0.153541449544253	-0.0435981778773598	0.0211431959382393	-0.0234841271098372
RPS14P3	0.229950231996982	-0.236918759057114	-0.0322685774636962	0.556906705874952	-0.190300500221894
NBL1	-0.0100210571302664	-0.17162661024738	-0.070641144191451	0.000834038433299433	-0.101968826979507
TMCO4	0.133316950251965	0.00341202506444016	-0.189943959920919	0.0229672424660972	-0.123729096255573
OTUD3	0.274771390829343	0.403767939279187	-0.0611918596692137	0.0317046360807808	0.211960698195681
CAMK2N1	0.0190954202669406	-0.0540336486217258	-0.184425112522101	0.0291055022856615	-0.0350537192688809
MUL1	0.0516495551436571	-0.129244773495948	0.032446596835737	0.0398971708345321	0.041270189968575
CDA	0.112383474298324	-0.216626167216098	0.0434404468008325	-0.356888493710274	0.0618544973639068
PINK1	0.100723689277546	-0.113151388923226	0.0554193954797819	-0.214213853232549	-0.123071101935835
PINK1-AS	0.139664525211631	-0.207491611369416	0.0766488230129867	-0.17248089440696	-0.0869150672044308
DDOST	0.051986666523554	-0.14495177794026	-0.00303524946003719	-0.139321388773191	-0.033012279323172
KIF17	-0.100818075411309	-0.232633087446284	-0.171699381647076	0.142917017107989	-0.12888240595438
SH2D5	0.028178535308385	0.077366267273752	-0.179262679228459	0.147567191166404	0.35534035798949
HP1BP3	0.0990133473553652	0.127816013824995	-0.0575536726655148	-0.100054920969392	0.0353253472030004
RP5-930J4.4	0.0909134368709195	0.0149893962355252	-0.136006300570996	-0.153378893054814	0.0541609019846163
EIF4G3	0.0630198158898279	0.271711287145536	-0.0108189242036527	-0.102773268535261	0.0410202910750344
ECE1	0.119985380821905	0.0981385166404012	-0.0314277009790365	-0.168244620165266	-0.0181436465973999
NBPF3	-0.0950623354900004	0.388315266762264	0.127305246333824	0.00107256769573749	0.130597761394341
ALPL	0.0557610024511859	-0.287798105130437	-0.00668872116558905	-0.830132931080179	0.296416720438704
USP48	0.134751327314258	0.110318686131047	0.0136840607449851	-0.0470528038273632	-0.054294981343618
LDLRAD2	0.228859168174611	-0.149277179475472	0.00344016674773817	-0.395303090388158	-0.131994273659227
HSPG2	0.20318042494526	0.526206460416199	0.0105417763660673	-0.384474523684561	-0.098912836051384
LINC00339	-0.125224728433135	-0.327298361396767	-0.131497494150633	-0.178567638501052	-0.13116305391742
CDC42	-0.0321361423489623	-0.138044893313162	-0.0394305472842662	0.100984782853377	0.0562795508031408
ZBTB40	0.203061432780254	0.358199504449574	-0.0752201236865244	-0.069674825144467	0.116675855034196
EPHB2	0.0879026893738217	0.0990247939553708	-0.106714741764488	-0.00931487490898064	0.0608827123824822
RP1-74M1.3	0.101305466979201	0.407676734646168	-0.230314401148643	0.073502774602813	0.00387871598868683
KDM1A	0.0515012693059038	-0.0152203255583991	-0.0707584813965303	0.028895842336548	0.0587786681183653
RP1-184J9.2	0.256506249249825	0.0782381670201957	-0.0877830254638878	-0.486908176564323	0.262183582989029
LUZP1	0.0358134420319582	0.206606876927892	-0.0674398351440937	-0.0564966481499938	-0.00286585055669519
HTR1D	0.124112682751719	-0.0196780951105415	0.146469602165455	-0.139396831287171	-0.220395231629592
LINC01355	0.603107975969196	0.799102684492318	-0.169262250178125	-0.00771234339846649	-0.345315822093251
HNRNPR	0.0257828861057954	0.0829727252270618	-0.0200185579417935	0.0820055758218619	0.0968480402680019
ZNF436	0.165732596430459	0.138296362725377	0.0891124136756312	0.120069629586048	0.0333454732676428
ZNF436-AS1	0.155227160633315	-0.0776023408319597	-0.109530760948768	-0.464614147322065	0.0948657615830011
TCEA3	0.0626830428863531	-0.214355379598964	0.109652210988898	-0.308064502512356	-0.138417803433127
ASAP3	0.183974349079389	-0.107341618266514	0.0752399915609132	-0.206164446939806	-0.083348984017849
E2F2	0.260511779364144	0.127122698009813	-0.113174527526106	-0.270490347456351	-0.0866527363356719
ID3	0.19878468569769	-0.510301503302343	-0.193810195911106	-0.172551642904231	0.115290433802808
RPL11	0.0660167486766738	-0.161188862248885	-0.00704080856252798	0.0192658681041102	0.0666936051607223
TCEB3	0.0126352796187263	0.0515925089743248	-0.10785876726461	0.0632189699414045	0.00497443230622308
